name,district,address,type,
城市QQ288号门,江东区,民安路715号288号门,,商住两用楼
凌江名庭,江东区,东胜路11号,,商住两用楼
中山名都(宁波),江东区,中山东路华泰街39弄3号、7号、9号,,商住两用楼
商都大厦,江东区,芙蓉路38弄22号,,商住两用楼
凌江名庭,江东区,东胜路11号,,商住两用楼
宾果花园6号楼,江东区,清水桥路64号,,商住两用楼
名江新都(宁波)2号楼,江东区,百丈路黄栀花巷61,,商住两用楼
宾果花园4号楼,江东区,清水桥路64号,,商住两用楼
宾果花园1号楼,江东区,清水桥路64号,,商住两用楼
宾果花园8号楼,江东区,清水桥路64号,,商住两用楼
宾果花园5号楼,江东区,清水桥路64号,,商住两用楼
常青天地,江东区,中兴路39弄29号,,商住两用楼
宝泰花苑,江东区,百丈东路762号,,商住两用楼
名江新都(宁波)1号楼,江东区,百丈路黄栀花巷61,,商住两用楼
凯利大酒店,江东区,箕漕街76号,,酒店宾馆
爱都会大厦,鄞州区,鄞州区嵩江东路589号,,商住两用楼
城市之心.48克拉,鄞州区,鄞州区天童北路与四明中路交叉口,,商住两用楼
钱丰大厦111号门,鄞州区,鄞州区钱湖北路439弄（111号门）,,商住两用楼
钱丰大厦105号门,鄞州区,鄞州区钱湖北路439弄（105号门）,,商住两用楼
钱丰大厦109号门,鄞州区,鄞州区钱湖北路439弄（109号门）,,商住两用楼
东寅商座A座,鄞州区,百丈东路2400弄17号,,商住两用楼
爱居,鄞州区,嵩江中路300号,,商住两用楼
钱丰大厦109号门,鄞州区,鄞州区钱湖北路439弄（109号门）,,商住两用楼
新城名苑,鄞州区,首南街道天高巷222号,,商住两用楼
银苑大酒店,鄞州区,贸城中路655号,,酒店宾馆
钱丰大厦105号门,鄞州区,鄞州区钱湖北路439弄（105号门）,,商住两用楼
钱丰大厦111号门,鄞州区,鄞州区钱湖北路439弄（111号门）,,商住两用楼
联盛天连天B座58号,鄞州区,宁波市鄞州区宁南北路1288号,,商住两用楼
钱丰大厦107号门,鄞州区,鄞州区钱湖北路439弄（107号门）,,商住两用楼
远恒大厦,鄞州区,鄞州区启运路外事学校对面,,商住两用楼
新城名苑,鄞州区,首南街道天高巷222号,,商住两用楼
东寅商座B座,鄞州区,百丈东路2400弄17号,,商住两用楼
联盛巧克力,鄞州区,宁波市鄞州区四明西路与钟公庙路交叉口,,商住两用楼
联盛天连天A座57号,鄞州区,宁波市鄞州区宁南北路1288号,,商住两用楼
文昌花园39号门,海曙区,五块巷39号,,高级公寓楼
文昌花园41号门,海曙区,五块巷39号,,高级公寓楼
香榭丽舍16号,海曙区,文昌路39弄16号,,高级公寓楼
香榭丽舍5号,海曙区,效实巷98弄5号,,高级公寓楼
香榭丽舍7号,海曙区,效实巷98弄7号,,高级公寓楼
香榭丽舍12号,海曙区,文昌路39弄12号,,高级公寓楼
香榭丽舍3号,海曙区,效实巷98弄3号,,高级公寓楼
香榭丽舍14号,海曙区,文昌路39弄14号,,高级公寓楼
香榭丽舍10号,海曙区,效实巷98弄10号,,高级公寓楼
文昌花园37号门,海曙区,五块巷39号,,高级公寓楼
银杏四季3号门,海曙区,望京路38弄,,高级公寓楼
银杏四季8号门,海曙区,望京路38弄,,高级公寓楼
望京欧院26号楼,海曙区,高塘路129弄,,高级公寓楼
迎春水岸3号门,海曙区,迎春路117号,,高级公寓楼
青林湾3期57幢1单元,海曙区,江北区东至青林渡路（青林湾街）,,高级公寓楼
天一家园（宁波）16幢,海曙区,中山西路988弄（澄波街275号）,,高级公寓楼
青林湾6期90幢1单元,海曙区,新星路8号,,高级公寓楼
银杏四季4号门,海曙区,望京路38弄,,高级公寓楼
望京欧院34号楼,海曙区,高塘路129弄,,高级公寓楼
迎春水岸1号门,海曙区,迎春路117号,,高级公寓楼
迎春水岸2号门,海曙区,迎春路117号,,高级公寓楼
21码头H3A座,海曙区,江北区丽园北路1500号,,高级公寓楼
21码头H4A座,海曙区,江北区丽园北路1500号,,高级公寓楼
青林湾7期106幢2单元,海曙区,新星路8号,,高级公寓楼
高塘公寓5号门,海曙区,新芝路158弄5号,,高级公寓楼
沁水丽庭19号,海曙区,海曙区沁园街40号-42号,,高级公寓楼
文昌花园37号门,海曙区,五块巷39号,,高级公寓楼
生活大师,海曙区,鄞奉路35号-1,,高级公寓楼
文昌花园41号门,海曙区,五块巷39号,,高级公寓楼
都市港湾1号门,海曙区,联丰中路118号,,高级公寓楼
青林湾3期58幢1单元,海曙区,江北区东至青林渡路（青林湾街）,,高级公寓楼
天一家园（宁波）114幢,海曙区,中山西路988弄（澄波街275号）,,高级公寓楼
高塘公寓2号门,海曙区,新芝路158弄2号,,高级公寓楼
银杏四季18号门,海曙区,望京路38弄,,高级公寓楼
银杏四季7号门,海曙区,望京路38弄,,高级公寓楼
青林湾3期53幢2单元,海曙区,江北区东至青林渡路（青林湾街）,,高级公寓楼
21码头H3B座,海曙区,江北区丽园北路1500号,,高级公寓楼
天一家园（宁波）14幢,海曙区,中山西路988弄（澄波街275号）,,高级公寓楼
银杏四季10号门,海曙区,望京路38弄,,高级公寓楼
迎春水岸5号门,海曙区,迎春路117号,,高级公寓楼
天庐苑93号,海曙区,蓝天路395弄,,高级公寓楼
21码头H1A座,海曙区,江北区丽园北路1500号,,高级公寓楼
21码头H1D座,海曙区,江北区丽园北路1500号,,高级公寓楼
天一家园（宁波）6幢,海曙区,中山西路988弄（澄波街275号）,,高级公寓楼
青林湾7期106幢1单元,海曙区,新星路8号,,高级公寓楼
望京欧院18号楼,海曙区,高塘路129弄,,高级公寓楼
中山西苑,海曙区,念九巷2号,,高级公寓楼
天庐苑95号,海曙区,蓝天路395弄,,高级公寓楼
21码头H1B座,海曙区,江北区丽园北路1500号,,高级公寓楼
沁水丽庭20号,海曙区,海曙区沁园街40号-42号,,高级公寓楼
都市风华115号,海曙区,尹江路32号（南郊路115号）,,高级公寓楼
都市风华95号,海曙区,尹江路32号（南郊路95号）,,高级公寓楼
星河湾,海曙区,鄞奉路469弄17号,,高级公寓楼
丰华名都4号,海曙区,马园路161号（马园路165弄4）,,高级公寓楼
天庐苑71号,海曙区,蓝天路395弄,,高级公寓楼
青林湾3期55幢1单元,海曙区,江北区东至青林渡路（青林湾街）,,高级公寓楼
青林湾3期56幢2单元,海曙区,江北区东至青林渡路（青林湾街）,,高级公寓楼
沁水丽庭18号,海曙区,海曙区沁园街40号-42号,,高级公寓楼
文昌花园39号门,海曙区,五块巷39号,,高级公寓楼
香榭丽舍16号,海曙区,文昌路39弄16号,,高级公寓楼
宁波繁景花园B楼213号,海曙区,育才路288号,,高级公寓楼
天庐苑97号,海曙区,蓝天路395弄,,高级公寓楼
青林湾3期55幢2单元,海曙区,江北区东至青林渡路（青林湾街）,,高级公寓楼
天一家园（宁波）118幢,海曙区,中山西路988弄（澄波街275号）,,高级公寓楼
望京欧院22号楼,海曙区,高塘路129弄,,高级公寓楼
都市港湾2号门,海曙区,联丰中路118号,,高级公寓楼
青林湾3期59幢2单元,海曙区,江北区东至青林渡路（青林湾街）,,高级公寓楼
21码头H1C座,海曙区,江北区丽园北路1500号,,高级公寓楼
21码头H2B座,海曙区,江北区丽园北路1500号,,高级公寓楼
沁水丽庭30号,海曙区,海曙区沁园街40号-42号,,高级公寓楼
香榭丽舍12号,海曙区,文昌路39弄12号,,高级公寓楼
银杏四季16号门,海曙区,望京路38弄,,高级公寓楼
银杏四季6号门,海曙区,望京路38弄,,高级公寓楼
望京欧院16号楼,海曙区,高塘路129弄,,高级公寓楼
天庐苑69号,海曙区,蓝天路395弄,,高级公寓楼
21码头H2A座,海曙区,江北区丽园北路1500号,,高级公寓楼
宁波繁景花园A楼212号,海曙区,育才路288号,,高级公寓楼
青林湾3期59幢1单元,海曙区,江北区东至青林渡路（青林湾街）,,高级公寓楼
青林湾7期99幢1单元,海曙区,新星路8号,,高级公寓楼
都市风华135号,海曙区,尹江路32号（南郊路135号）,,高级公寓楼
香榭丽舍14号,海曙区,文昌路39弄14号,,高级公寓楼
银杏四季12号门,海曙区,望京路38弄,,高级公寓楼
银杏四季1号门,海曙区,望京路38弄,,高级公寓楼
望京欧院24号楼,海曙区,高塘路129弄,,高级公寓楼
望京欧院28号楼,海曙区,高塘路129弄,,高级公寓楼
望京欧院32号楼,海曙区,高塘路129弄,,高级公寓楼
丰华名都9号,海曙区,马园路161号（马园路165弄9）,,高级公寓楼
丰华名都,海曙区,马园路169号,,高级公寓楼
迎春水岸4号门,海曙区,迎春路117号,,高级公寓楼
青林湾3期57幢2单元,海曙区,江北区东至青林渡路（青林湾街）,,高级公寓楼
青林湾3期58幢2单元,海曙区,江北区东至青林渡路（青林湾街）,,高级公寓楼
天一家园（宁波）10幢,海曙区,中山西路988弄（澄波街275号）,,高级公寓楼
天一家园（宁波）122幢,海曙区,中山西路988弄（澄波街275号）,,高级公寓楼
天一家园（宁波）12幢,海曙区,中山西路988弄（澄波街275号）,,高级公寓楼
天一家园（宁波）8幢,海曙区,中山西路988弄（澄波街275号）,,高级公寓楼
青林湾6期86幢2单元,海曙区,新星路8号,,高级公寓楼
青林湾7期104幢1单元,海曙区,新星路8号,,高级公寓楼
银杏四季14号门,海曙区,望京路38弄,,高级公寓楼
都市港湾3号门,海曙区,联丰中路118号,,高级公寓楼
青林湾7期102幢1单元,海曙区,新星路8号,,高级公寓楼
高塘公寓1号门,海曙区,新芝路158弄1号,,高级公寓楼
高塘公寓3号门,海曙区,新芝路158弄3号,,高级公寓楼
东方苑雅阁,海曙区,柳庄巷6号,,高级公寓楼
太阳公寓,海曙区,冷静街43弄1号,,高级公寓楼
沁水丽庭21号,海曙区,海曙区沁园街40号-42号,,高级公寓楼
望京欧院20号楼,海曙区,高塘路129弄,,高级公寓楼
时代金领,海曙区,汇头巷1号、2号,,高级公寓楼
青林湾6期86幢1单元,海曙区,新星路8号,,高级公寓楼
沁水丽庭29号,海曙区,海曙区沁园街40号-42号,,高级公寓楼
银杏四季5号门,海曙区,望京路38弄,,高级公寓楼
丰华名都11号,海曙区,马园路161号（马园路165弄11）,,高级公寓楼
天庐苑67号,海曙区,蓝天路395弄,,高级公寓楼
天庐苑73号,海曙区,蓝天路395弄,,高级公寓楼
天一家园（宁波）4幢,海曙区,中山西路988弄（澄波街275号）,,高级公寓楼
望京欧院30号楼,海曙区,高塘路129弄,,高级公寓楼
丰华名都3号,海曙区,马园路161号（马园路165弄3）,,高级公寓楼
青林湾3期53幢1单元,海曙区,江北区东至青林渡路（青林湾街）,,高级公寓楼
青林湾6期87幢1单元,海曙区,新星路8号,,高级公寓楼
天水家园二期250号,江北区,江北区丽江东路298号,,高级公寓楼
天水家园二期252号,江北区,江北区丽江东路298号,,高级公寓楼
天水家园二期256号,江北区,江北区丽江东路298号,,高级公寓楼
天水家园二期257号,江北区,江北区丽江东路298号,,高级公寓楼
丽晶国际5号,江北区,范江岸路168弄5号,,高级公寓楼
天水家园二期262号,江北区,江北区丽江东路298号,,高级公寓楼
丽晶国际1号,江北区,范江岸路168弄1号,,高级公寓楼
江北万达公寓2号楼,江北区,江北区江北大道188号（宝庆路320路）,,高级公寓楼
同方杰座5号楼,江北区,江北区人民路招商银行对面,,高级公寓楼
外滩花园3号门,江北区,中马路517号,,高级公寓楼
天水家园二期253号,江北区,江北区丽江东路298号,,高级公寓楼
天水家园二期272号,江北区,江北区丽江东路298号,,高级公寓楼
外滩花园6号门,江北区,中马路517号,,高级公寓楼
丽晶国际20号,江北区,范江岸路168弄20号,,高级公寓楼
同方杰座12号楼,江北区,江北区人民路招商银行对面,,高级公寓楼
天水家园(天水金领公寓),江北区,江北区康庄南路21号,,高级公寓楼
丽晶国际13号,江北区,范江岸路168弄13号,,高级公寓楼
同方杰座2号楼,江北区,江北区人民路招商银行对面,,高级公寓楼
丽晶国际15号,江北区,范江岸路168弄15号,,高级公寓楼
江北万达公寓3号楼,江北区,江北区江北大道188号（宝庆路320路）,,高级公寓楼
外滩花园2号门,江北区,中马路517号,,高级公寓楼
外滩花园5号门,江北区,中马路517号,,高级公寓楼
天水家园二期251号,江北区,江北区丽江东路298号,,高级公寓楼
江北万达公寓6号楼,江北区,江北区江北大道188号（宝庆路320路）,,高级公寓楼
爱情公寓,江北区,康庄南路138号,,高级公寓楼
天水家园二期261号,江北区,江北区丽江东路298号,,高级公寓楼
江北万达公寓7号楼,江北区,江北区江北大道188号（宝庆路320路）,,高级公寓楼
丽晶国际19号,江北区,范江岸路168弄19号,,高级公寓楼
丽晶国际8号,江北区,范江岸路168弄8号,,高级公寓楼
丽晶国际22号,江北区,范江岸路168弄22号,,高级公寓楼
江北万达公寓4号楼,江北区,江北区江北大道188号（宝庆路320路）,,高级公寓楼
丽晶国际17号,江北区,范江岸路168弄17号,,高级公寓楼
国际村6号,江北区,范江岸路198弄6号,,高级公寓楼
国际村2号,江北区,范江岸路198弄2号,,高级公寓楼
外滩花园1号门,江北区,中马路517号,,高级公寓楼
外滩花园4号门,江北区,中马路517号,,高级公寓楼
天水家园二期258号,江北区,江北区丽江东路298号,,高级公寓楼
同方杰座22号楼,江北区,江北区人民路招商银行对面,,高级公寓楼
国际村4号,江北区,范江岸路198弄4号,,高级公寓楼
江北万达公寓1号楼,江北区,江北区江北大道188号（宝庆路320路）,,高级公寓楼
江北万达公寓5号楼,江北区,江北区江北大道188号（宝庆路320路）,,高级公寓楼
国际村3号,江北区,范江岸路198弄3号,,高级公寓楼
国际村1号,江北区,范江岸路198弄1号,,高级公寓楼
甬城金大第B楼（曙光路）,江东区,曙光路9弄1号,,高级公寓楼
景家园26号,江东区,徐戎路259弄26号,,高级公寓楼
星河晨光B区4号,江东区,沧海路2068弄4号,,高级公寓楼
新时代物业服务中心11号楼,江东区,宁穿路338号,,高级公寓楼
新时代物业服务中心16号楼,江东区,宁穿路338号,,高级公寓楼
新时代物业服务中心19号楼,江东区,宁穿路338号,,高级公寓楼
晶华名园2号楼,江东区,华严街77,,高级公寓楼
晶华名园7号楼,江东区,华严街77,,高级公寓楼
雍和苑4号楼,江东区,华严街25,,高级公寓楼
雍和苑8号楼,江东区,华严街25,,高级公寓楼
盛世东方8号,江东区,中山东路1379弄8号,,高级公寓楼
枫丹馨园1号,江东区,中山东路895弄12号,,高级公寓楼
枫丹琴园5号,江东区,中山东路858弄5号,,高级公寓楼
丽江新都13号门,江东区,演武街25号,,高级公寓楼
丽江新都16号门,江东区,演武街25号,,高级公寓楼
甬城和庭1号,江东区,姚隘路289弄1号,,高级公寓楼
甬城和庭2号,江东区,姚隘路289弄2号,,高级公寓楼
交通BOBO城92号门,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城145号门,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城2期美墅148号楼,江东区,曙光北路1708号,,高级公寓楼
福海花园4号门,江东区,江东区桃源街202号,,高级公寓楼
福海花园9号门,江东区,江东区桃源街202号,,高级公寓楼
新河公寓,江东区,华严街169弄76,,高级公寓楼
碧水和城1幢2号,江东区,民安路,,高级公寓楼
甬城金大第A楼,江东区,曙光路9弄15号,,高级公寓楼
甬城金大第B楼（中山东路）,江东区,中山东路421弄5号,,高级公寓楼
星河晨光B区5号,江东区,沧海路2068弄5号,,高级公寓楼
新时代物业服务中心1号楼,江东区,宁穿路338号,,高级公寓楼
雍和苑11号楼,江东区,华严街25,,高级公寓楼
盛世东方2号,江东区,中山东路1379弄2号,,高级公寓楼
枫丹公寓15号,江东区,中山东路823弄15号,,高级公寓楼
枫丹琴园4号,江东区,中山东路858弄4号,,高级公寓楼
(宁波)星辰明珠,江东区,兴宁路280弄-25号,,高级公寓楼
甬城和庭4号,江东区,姚隘路289弄4号,,高级公寓楼
交通BOBO城101号门,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城111号门,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城91号门,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城93号门,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城116号门,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城127号门,江东区,曙光北路1708号,,高级公寓楼
福海花园8号门,江东区,江东区桃源街202号,,高级公寓楼
荷花家园10号,江东区,舟孟南路122弄10号,,高级公寓楼
荷花家园4号,江东区,舟孟南路122弄4号,,高级公寓楼
荷花家园5号,江东区,舟孟南路122弄5号,,高级公寓楼
华侨城123号楼,江东区,中山东路819弄123号,,高级公寓楼
华侨城125号楼,江东区,中山东路819弄125号,,高级公寓楼
碧水和城7幢20号,江东区,民安路,,高级公寓楼
碧水和城8幢21号,江东区,民安路,,高级公寓楼
雍和苑3号楼,江东区,华严街25,,高级公寓楼
枫丹琴园1号,江东区,中山东路858弄1号,,高级公寓楼
枫丹琴园6号,江东区,中山东路858弄6号,,高级公寓楼
交通BOBO城126号门,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城130号门,江东区,曙光北路1708号,,高级公寓楼
华侨城113号楼,江东区,中山东路819弄113号,,高级公寓楼
华侨城115号楼,江东区,中山东路819弄115号,,高级公寓楼
碧水和城9幢24号,江东区,民安路,,高级公寓楼
江东新世纪12号楼,江东区,南演武街175弄,,高级公寓楼
星河晨光A区,江东区,沧海路2068弄1号,,高级公寓楼
香榭公寓,江东区,中兴路513号,,高级公寓楼
枫丹琴园3号,江东区,中山东路858弄3号,,高级公寓楼
丽江新都20号门,江东区,演武街25号,,高级公寓楼
交通BOBO城90号门,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城95号门,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城135号门,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城2期美墅183号楼,江东区,曙光北路1708号,,高级公寓楼
福海花园2号门,江东区,江东区桃源街202号,,高级公寓楼
碧水和城17幢52号,江东区,民安路,,高级公寓楼
碧水和城5幢15号,江东区,民安路,,高级公寓楼
长银公寓楼,江东区,朝晖路136号,,高级公寓楼
雍和苑7号楼,江东区,华严街25,,高级公寓楼
中山首府（宁波）B楼,江东区,中山东路369,,高级公寓楼
枫丹馨园6号,江东区,中山东路895弄5号,,高级公寓楼
金成云庭,江东区,箕漕街79弄-20,,高级公寓楼
彩虹国际4号门,江东区,彩虹南路257号4号门,,高级公寓楼
交通BOBO城113号门,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城94号门,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城124号门,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城133号门,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城140号门,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城143号门,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城2期美墅174号楼,江东区,曙光北路1708号,,高级公寓楼
华侨城117号楼,江东区,中山东路819弄117号,,高级公寓楼
华侨城121号楼,江东区,中山东路819弄121号,,高级公寓楼
景家园24号,江东区,徐戎路259弄24号,,高级公寓楼
星河晨光B区2号,江东区,沧海路2068弄2号,,高级公寓楼
新时代物业服务中心10号楼,江东区,宁穿路338号,,高级公寓楼
新时代物业服务中心9号楼,江东区,宁穿路338号,,高级公寓楼
晶华名园5号楼,江东区,华严街77,,高级公寓楼
雍和苑10号楼,江东区,华严街25,,高级公寓楼
盛世东方1号,江东区,中山东路1379弄1号,,高级公寓楼
盛世东方5号,江东区,中山东路1379弄5号,,高级公寓楼
枫丹公寓24号,江东区,中山东路823弄24号,,高级公寓楼
丽江新都4号门,江东区,演武街25号,,高级公寓楼
常青藤,江东区,朝晖路416-268,,高级公寓楼
彩虹国际1号门,江东区,彩虹南路257号1号门,,高级公寓楼
交通BOBO城100号门,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城125号门,江东区,曙光北路1708号,,高级公寓楼
