name,district,address,type,
交通BOBO城2期美墅146号楼,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城2期美墅168号楼,江东区,曙光北路1708号,,高级公寓楼
东郡名苑2号楼2单元,江东区,江东区江南路518号,,高级公寓楼
华侨城119号楼,江东区,中山东路819弄119号,,高级公寓楼
碧水和城12幢39号,江东区,民安路,,高级公寓楼
碧水和城4幢12号,江东区,民安路,,高级公寓楼
碧水和城7幢19号,江东区,民安路,,高级公寓楼
碧水和城9幢26号,江东区,民安路,,高级公寓楼
景家园22号,江东区,徐戎路259弄22号,,高级公寓楼
星河晨光B区3号,江东区,沧海路2068弄3号,,高级公寓楼
维科星辰(宁波)7号楼,江东区,大步街61号,,高级公寓楼
盛世东方6号,江东区,中山东路1379弄6号,,高级公寓楼
枫丹公寓20号,江东区,中山东路823弄20号,,高级公寓楼
丽江新都32号门,江东区,演武街25号,,高级公寓楼
丽江新都6号门,江东区,演武街25号,,高级公寓楼
(宁波)星辰明珠,江东区,兴宁路280弄-25号,,高级公寓楼
交通BOBO城132号门,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城137号门,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城142号门,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城144号门,江东区,曙光北路1708号,,高级公寓楼
福海花园7号门,江东区,江东区桃源街202号,,高级公寓楼
华侨城82号楼,江东区,中山东路819弄82号,,高级公寓楼
碧水和城4幢10号,江东区,民安路,,高级公寓楼
碧水和城9幢27号,江东区,民安路,,高级公寓楼
景家园20号,江东区,徐戎路259弄20号,,高级公寓楼
江东新世纪2号楼,江东区,南演武街175弄,,高级公寓楼
星河晨光B区1号,江东区,沧海路2068弄1号,,高级公寓楼
新时代物业服务中心4号楼,江东区,宁穿路338号,,高级公寓楼
晶华名园6号楼,江东区,华严街77,,高级公寓楼
维科星辰(宁波)4号楼,江东区,大步街61号,,高级公寓楼
盛世东方3号,江东区,中山东路1379弄3号,,高级公寓楼
枫丹馨园10号,江东区,中山东路895弄10号,,高级公寓楼
怡景花园(宁波)B座,江东区,甬港北路92弄5号,,高级公寓楼
甬城和庭3号,江东区,姚隘路289弄3号,,高级公寓楼
交通BOBO城105号门,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城4号门,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城96号门,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城120号门,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城2期美墅153号楼,江东区,曙光北路1708号,,高级公寓楼
荷花家园1号,江东区,舟孟南路122弄1号,,高级公寓楼
荷花家园7号,江东区,舟孟南路122弄7号,,高级公寓楼
荷花家园8号,江东区,舟孟南路122弄8号,,高级公寓楼
好阳光国际商务公寓A座,江东区,百丈东路968号,,高级公寓楼
好阳光国际商务公寓B座,江东区,百丈东路968号,,高级公寓楼
碧水和城1幢1号,江东区,民安路,,高级公寓楼
碧水和城1幢3号,江东区,民安路,,高级公寓楼
新时代物业服务中心18号楼,江东区,宁穿路338号,,高级公寓楼
(宁波)时代华庭A楼,江东区,兴宁路28号,,高级公寓楼
盛世东方7号,江东区,中山东路1379弄7号,,高级公寓楼
丽江新都25号门,江东区,演武街25号,,高级公寓楼
交通BOBO城103号门,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城106号门,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城110号门,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城5号门,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城123号门,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城128号门,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城131号门,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城141号门,江东区,曙光北路1708号,,高级公寓楼
华侨城111号楼,江东区,中山东路819弄111号,,高级公寓楼
沧海名苑A幢,江东区,沧海路1296号,,高级公寓楼
江东新世纪9号楼,江东区,南演武街175弄,,高级公寓楼
(宁波)时代华庭B楼,江东区,兴宁路28号,,高级公寓楼
中山首府（宁波）A楼,江东区,中山东路369,,高级公寓楼
中山首府（宁波）B座,江东区,中山东路369,,高级公寓楼
交通BOBO城108号门,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城99号门,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城119号门,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城2期美墅165号楼,江东区,曙光北路1708号,,高级公寓楼
福海花园5号门,江东区,江东区桃源街202号,,高级公寓楼
碧水和城9幢25号,江东区,民安路,,高级公寓楼
盛世东方4号,江东区,中山东路1379弄4号,,高级公寓楼
枫丹公寓25号,江东区,中山东路823弄25号,,高级公寓楼
丽江新都29号门,江东区,演武街25号,,高级公寓楼
交通BOBO城104号门,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城3号门,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城121号门,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城122号门,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城136号门,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城2期美墅171号楼,江东区,曙光北路1708号,,高级公寓楼
荷花家园3号,江东区,舟孟南路122弄3号,,高级公寓楼
彩虹芳邻,江东区,彩虹南路58弄-33,,高级公寓楼
碧水和城5幢16号,江东区,民安路,,高级公寓楼
碧水和城8幢22号,江东区,民安路,,高级公寓楼
碧水和城8幢23号,江东区,民安路,,高级公寓楼
江东新世纪13号楼,江东区,南演武街175弄,,高级公寓楼
江东新世纪3号楼,江东区,南演武街175弄,,高级公寓楼
新时代物业服务中心3号楼,江东区,宁穿路338号,,高级公寓楼
新时代物业服务中心6号楼,江东区,宁穿路338号,,高级公寓楼
枫丹馨园4号,江东区,中山东路895弄3号,,高级公寓楼
枫丹馨园5号,江东区,中山东路895弄4号,,高级公寓楼
枫丹馨园7号,江东区,中山东路895弄6号,,高级公寓楼
枫丹馨园8号,江东区,中山东路895弄7号,,高级公寓楼
枫丹公寓22号,江东区,中山东路823弄22号,,高级公寓楼
枫丹琴园8号,江东区,中山东路858弄8号,,高级公寓楼
怡景花园(宁波)A座,江东区,甬港北路92弄5号,,高级公寓楼
交通BOBO城109号门,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城1号门,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城117号门,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城2期美墅161号楼,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城2期美墅164号楼,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城2期美墅173号楼,江东区,曙光北路1708号,,高级公寓楼
新时代物业服务中心12号楼,江东区,宁穿路338号,,高级公寓楼
维科星辰(宁波)1号楼,江东区,大步街61号,,高级公寓楼
雍和苑1号楼,江东区,华严街25,,高级公寓楼
雍和苑2号楼,江东区,华严街25,,高级公寓楼
枫丹馨园2号,江东区,中山东路895弄1号,,高级公寓楼
枫丹公寓23号,江东区,中山东路823弄23号,,高级公寓楼
交通BOBO城107号门,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城2号门,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城6号门,江东区,曙光北路1708号,,高级公寓楼
福海花园3号门,江东区,江东区桃源街202号,,高级公寓楼
福海花园6号门,江东区,江东区桃源街202号,,高级公寓楼
沧海名苑B幢,江东区,沧海路1296号,,高级公寓楼
碧水和城4幢11号,江东区,民安路,,高级公寓楼
晶华名园1号楼,江东区,华严街77,,高级公寓楼
晶华名园3号楼,江东区,华严街77,,高级公寓楼
晶华名园4号楼,江东区,华严街77,,高级公寓楼
雍和苑车库,江东区,华严街25,,高级公寓楼
枫丹公寓19号,江东区,中山东路823弄19号,,高级公寓楼
枫丹琴园10号,江东区,中山东路858弄10号,,高级公寓楼
丽江新都12号门,江东区,演武街25号,,高级公寓楼
丽江新都1号门,江东区,演武街25号,,高级公寓楼
金成云庭,江东区,箕漕街79弄-20,,高级公寓楼
常青藤,江东区,朝晖路416-268,,高级公寓楼
交通BOBO城102号门,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城112号门,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城2期美墅180号楼,江东区,曙光北路1708号,,高级公寓楼
荷花家园6号,江东区,舟孟南路122弄6号,,高级公寓楼
荟博雅苑,江东区,海棠路268号8号门,,高级公寓楼
碧水和城12幢38号,江东区,民安路,,高级公寓楼
江东新世纪1号楼,江东区,南演武街175弄,,高级公寓楼
新时代物业服务中心13号楼,江东区,宁穿路338号,,高级公寓楼
枫丹馨园3号,江东区,中山东路895弄2号,,高级公寓楼
枫丹公寓18号,江东区,中山东路823弄18号,,高级公寓楼
枫丹琴园2号,江东区,中山东路858弄2号,,高级公寓楼
枫丹琴园9号,江东区,中山东路858弄9号,,高级公寓楼
彩虹国际3号门,江东区,彩虹南路257号3号门,,高级公寓楼
交通BOBO城118号门,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城2期美墅151号楼,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城2期美墅162号楼,江东区,曙光北路1708号,,高级公寓楼
东郡名苑1号楼,江东区,江东区江南路518号,,高级公寓楼
东郡名苑2号楼3单元,江东区,江东区江南路518号,,高级公寓楼
新时代物业服务中心14号楼,江东区,宁穿路338号,,高级公寓楼
雍和苑9号楼,江东区,华严街25,,高级公寓楼
枫丹馨园12号,江东区,中山东路895弄8号,,高级公寓楼
枫丹公寓17号,江东区,中山东路823弄17号,,高级公寓楼
枫丹琴园7号,江东区,中山东路858弄7号,,高级公寓楼
丽江新都8号门,江东区,演武街25号,,高级公寓楼
彩虹国际2号门,江东区,彩虹南路257号2号门,,高级公寓楼
交通BOBO城97号门,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城98号门,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城129号门,江东区,曙光北路1708号,,高级公寓楼
交通BOBO城2期美墅177号楼,江东区,曙光北路1708号,,高级公寓楼
福海花园1号门,江东区,江东区桃源街202号,,高级公寓楼
小城春秋6幢1单元,鄞州区,天童南路延伸段3598弄,,高级公寓楼
万达公寓(宁波)4号楼,鄞州区,贸城中路890,,高级公寓楼
春江花城B区55号门,鄞州区,鄞州区四明东路677号,,高级公寓楼
春江花城B区65号门,鄞州区,鄞州区四明东路677号,,高级公寓楼
春江花城C区100号门,鄞州区,鄞州区四明东路677号,,高级公寓楼
春江花城C区97号门,鄞州区,鄞州区四明东路677号,,高级公寓楼
新都美地12号门,鄞州区,后庙路40,,高级公寓楼
新都美地14号门,鄞州区,后庙路40,,高级公寓楼
华泰剑桥(莱茵河畔)2号门,鄞州区,四明中路399弄48号,,高级公寓楼
南苑国际BCDC楼,鄞州区,天源巷127号,,高级公寓楼
学府苑(宁波)15号楼,鄞州区,鄞州区高教园区学府苑,,高级公寓楼
西城十二庭院12幢1单元,鄞州区,薛家南路36号,,高级公寓楼
万达公寓(宁波)1号楼A,鄞州区,贸城中路890,,高级公寓楼
万达公寓(宁波)2号楼D,鄞州区,贸城中路890,,高级公寓楼
春江花城A区1号门,鄞州区,鄞州区四明东路677号,,高级公寓楼
华泰剑桥(莱茵河畔)8号门,鄞州区,四明中路399弄48号,,高级公寓楼
西城十二庭院8幢2单元,鄞州区,薛家南路36号,,高级公寓楼
小城春秋3幢1单元,鄞州区,天童南路延伸段3598弄,,高级公寓楼
格兰云天2号楼,鄞州区,天童北路1327号,,高级公寓楼
春江花城C区81号门,鄞州区,鄞州区四明东路677号,,高级公寓楼
新都美地8号门,鄞州区,后庙路40,,高级公寓楼
格兰云天,鄞州区,四明中路577弄9号、11号,,高级公寓楼
春江花城C区76号门,鄞州区,四明东路681号,,高级公寓楼
春江花城B区61号门,鄞州区,鄞州区四明东路677号,,高级公寓楼
新都美地9号门,鄞州区,后庙路40,,高级公寓楼
院士花园16号,鄞州区,泰寓路68弄16号,,高级公寓楼
院士花园2号,鄞州区,泰寓路68弄2号,,高级公寓楼
华泰剑桥(莱茵河畔)7号门,鄞州区,四明中路399弄48号,,高级公寓楼
格林广场2号楼,鄞州区,四明中路(三江后面),,高级公寓楼
春江花城A区45号门,鄞州区,鄞州区四明东路677号,,高级公寓楼
春江花城B区88号门,鄞州区,鄞州区四明东路677号,,高级公寓楼
新都美地10号门,鄞州区,后庙路40,,高级公寓楼
新都美地17号门,鄞州区,后庙路40,,高级公寓楼
新都美地19号门,鄞州区,后庙路40,,高级公寓楼
院士花园8号,鄞州区,泰寓路68弄8号,,高级公寓楼
华泰剑桥(莱茵河畔)26号门,鄞州区,四明中路399弄48号,,高级公寓楼
格林广场6号楼,鄞州区,四明中路(三江后面),,高级公寓楼
西城十二庭院5幢4单元,鄞州区,薛家南路36号,,高级公寓楼
隆兴峰景苑10号楼,鄞州区,嵩江中路518号,,高级公寓楼
隆兴峰景苑9号楼,鄞州区,嵩江中路518号,,高级公寓楼
格兰云天1号楼,鄞州区,天童北路1353号,,高级公寓楼
小城春秋2幢3单元,鄞州区,天童南路延伸段3598弄,,高级公寓楼
万达公寓(宁波)1号楼C,鄞州区,贸城中路890,,高级公寓楼
万达公寓(宁波)2号楼B,鄞州区,贸城中路890,,高级公寓楼
新都美地20号门,鄞州区,后庙路40,,高级公寓楼
华泰剑桥(莱茵河畔)36号门,鄞州区,四明中路399弄48号,,高级公寓楼
华泰剑桥(莱茵河畔)48号门,鄞州区,四明中路399弄48号,,高级公寓楼
学府苑(宁波)25号楼,鄞州区,鄞州区高教园区学府苑,,高级公寓楼
学府苑(宁波)9号楼,鄞州区,鄞州区高教园区学府苑,,高级公寓楼
西城十二庭院5幢2单元,鄞州区,薛家南路36号,,高级公寓楼
西城十二庭院6幢1单元,鄞州区,薛家南路36号,,高级公寓楼
西城十二庭院8幢1单元,鄞州区,薛家南路36号,,高级公寓楼
西城十二庭院8幢4单元,鄞州区,薛家南路36号,,高级公寓楼
西城十二庭院11幢1单元,鄞州区,薛家南路36号,,高级公寓楼
西城十二庭院7幢3单元,鄞州区,薛家南路36号,,高级公寓楼
万达公寓(宁波)6号楼,鄞州区,贸城中路890,,高级公寓楼
春江花城B区78号门,鄞州区,鄞州区四明东路677号,,高级公寓楼
春江花城C区101号门,鄞州区,鄞州区四明东路677号,,高级公寓楼
春江花城C区82号门,鄞州区,鄞州区四明东路677号,,高级公寓楼
春江花城C区99号门,鄞州区,鄞州区四明东路677号,,高级公寓楼
华泰剑桥(莱茵河畔)1号门,鄞州区,四明中路399弄48号,,高级公寓楼
华泰剑桥(莱茵河畔)6号门,鄞州区,四明中路399弄48号,,高级公寓楼
格林广场4号楼,鄞州区,四明中路(三江后面),,高级公寓楼
西城十二庭院8幢3单元,鄞州区,薛家南路36号,,高级公寓楼
小城春秋2幢1单元,鄞州区,天童南路延伸段3598弄,,高级公寓楼
万达公寓(宁波)2号楼C,鄞州区,贸城中路890,,高级公寓楼
万达公寓(宁波)3号楼,鄞州区,贸城中路890,,高级公寓楼
新都美地4号门,鄞州区,后庙路40,,高级公寓楼
南苑国际BCDB1楼,鄞州区,天源巷127号,,高级公寓楼
南苑国际BCDD楼,鄞州区,天源巷127号,,高级公寓楼
西城十二庭院8幢6单元,鄞州区,薛家南路36号,,高级公寓楼
小城春秋3幢2单元,鄞州区,天童南路延伸段3598弄,,高级公寓楼
春江花城A区42号门,鄞州区,鄞州区四明东路677号,,高级公寓楼
春江花城B区90号门,鄞州区,鄞州区四明东路677号,,高级公寓楼
新都美地16号门,鄞州区,后庙路40,,高级公寓楼
新都美地18号门,鄞州区,后庙路40,,高级公寓楼
新都美地1号门,鄞州区,后庙路40,,高级公寓楼
华泰剑桥(莱茵河畔)3号门,鄞州区,四明中路399弄48号,,高级公寓楼
西城十二庭院6幢2单元,鄞州区,薛家南路36号,,高级公寓楼
西城十二庭院7幢2单元,鄞州区,薛家南路36号,,高级公寓楼
格兰云天3号楼,鄞州区,天童北路1309号,,高级公寓楼
万达公寓(宁波)1号楼B,鄞州区,贸城中路890,,高级公寓楼
春江花城A区21号门,鄞州区,鄞州区四明东路677号,,高级公寓楼
春江花城A区48号门,鄞州区,鄞州区四明东路677号,,高级公寓楼
春江花城B区85号门,鄞州区,鄞州区四明东路677号,,高级公寓楼
春江花城B区86号门,鄞州区,鄞州区四明东路677号,,高级公寓楼
新都美地13号门,鄞州区,后庙路40,,高级公寓楼
新都美地3号门,鄞州区,后庙路40,,高级公寓楼
院士花园18号,鄞州区,泰寓路68弄18号,,高级公寓楼
华泰剑桥(莱茵河畔)5号门,鄞州区,四明中路399弄48号,,高级公寓楼
格林广场3号楼,鄞州区,四明中路(三江后面),,高级公寓楼
万达公寓(宁波)1号楼D,鄞州区,贸城中路890,,高级公寓楼
万达公寓(宁波)2号楼A,鄞州区,贸城中路890,,高级公寓楼
万达公寓(宁波)5号楼,鄞州区,贸城中路890,,高级公寓楼
春江花城B区51号门,鄞州区,鄞州区四明东路677号,,高级公寓楼
新都美地7号门,鄞州区,后庙路40,,高级公寓楼
院士花园10号,鄞州区,泰寓路68弄10号,,高级公寓楼
院士花园4号,鄞州区,泰寓路68弄4号,,高级公寓楼
凯旋明天广场,鄞州区,鄞州区四明中路728号,,高级公寓楼
隆兴峰景苑11号楼,鄞州区,嵩江中路518号,,高级公寓楼
春江花城A区41号门,鄞州区,鄞州区四明东路677号,,高级公寓楼
新都美地11号门,鄞州区,后庙路40,,高级公寓楼
院士花园6号,鄞州区,泰寓路68弄6号,,高级公寓楼
南苑国际BCDA楼,鄞州区,天源巷127号,,高级公寓楼
南苑国际BCDB2楼,鄞州区,天源巷127号,,高级公寓楼
学府苑(宁波)12号楼,鄞州区,鄞州区高教园区学府苑,,高级公寓楼
春江花城B区58号门,鄞州区,鄞州区四明东路677号,,高级公寓楼
春江花城B区91号门,鄞州区,鄞州区四明东路677号,,高级公寓楼
华泰剑桥(莱茵河畔)18号门,鄞州区,四明中路399弄48号,,高级公寓楼
隆兴峰景苑12号楼,鄞州区,嵩江中路518号,,高级公寓楼
小城春秋1幢2单元,鄞州区,天童南路延伸段3598弄,,高级公寓楼
新都美地2号门,鄞州区,后庙路40,,高级公寓楼
格林广场1号楼,鄞州区,四明中路(三江后面),,高级公寓楼
南苑国际BCDB1楼,鄞州区,天源巷127号,,高级公寓楼
南苑国际BCDB2楼,鄞州区,天源巷127号,,高级公寓楼
西城十二庭院5幢1单元,鄞州区,薛家南路36号,,高级公寓楼
西城十二庭院6幢3单元,鄞州区,薛家南路36号,,高级公寓楼
西城十二庭院7幢4单元,鄞州区,薛家南路36号,,高级公寓楼
小城春秋2幢2单元,鄞州区,天童南路延伸段3598弄,,高级公寓楼
春江花城B区73号门,鄞州区,鄞州区四明东路677号,,高级公寓楼
春江花城B区79号门,鄞州区,鄞州区四明东路677号,,高级公寓楼
春江花城B区87号门,鄞州区,鄞州区四明东路677号,,高级公寓楼
春江花城C区75号门,鄞州区,鄞州区四明东路677号,,高级公寓楼
新都美地5号门,鄞州区,后庙路40,,高级公寓楼
院士花园12号,鄞州区,泰寓路68弄12号,,高级公寓楼
格林广场5号楼,鄞州区,四明中路(三江后面),,高级公寓楼
学府苑(宁波)21号楼,鄞州区,鄞州区高教园区学府苑,,高级公寓楼
学府苑(宁波)6号楼,鄞州区,鄞州区高教园区学府苑,,高级公寓楼
西城十二庭院5幢3单元,鄞州区,薛家南路36号,,高级公寓楼
小城春秋1幢1单元,鄞州区,天童南路延伸段3598弄,,高级公寓楼
春江花城B区72号门,鄞州区,鄞州区四明东路677号,,高级公寓楼
春江花城B区95号门,鄞州区,鄞州区四明东路677号,,高级公寓楼
春江花城C区77号门,鄞州区,鄞州区四明东路677号,,高级公寓楼
春江花城C区96号门,鄞州区,鄞州区四明东路677号,,高级公寓楼
新都美地6号门,鄞州区,后庙路40,,高级公寓楼
华泰剑桥(莱茵河畔)4号门,鄞州区,四明中路399弄48号,,高级公寓楼
西城十二庭院5幢5单元,鄞州区,薛家南路36号,,高级公寓楼
西城十二庭院8幢5单元,鄞州区,薛家南路36号,,高级公寓楼
南苑国际BCDC楼,鄞州区,天源巷127号,,高级公寓楼
南苑国际BCDD楼,鄞州区,天源巷127号,,高级公寓楼
